,ID,Program_Code,From_Grade,To_Grade,Group_State,Is_Non_Annual_,Days,Travel_Type,Departure_Date,Return_Date,Deposit_Date,Special_Pay,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,Poverty_Code,Region,CRM_Segment,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Product_Type,SPR_New_Existing,FPP,Total_Pax,SPR_Group_Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP_to_School_enrollment,FPP_to_PAX,Num_of_Non_FPP_PAX,SchoolSizeIndicator,Retained_in_2012_,NPS_2011,NPS_2010,NPS_2009,NPS_2008,>=_3_FPP_Date,>=_10_FPP_Date,>=_20_FPP_Date,>=_35_FPP_Date
1879,1880,HD,8.0,8.0,TX,0.0,4.0,A,2011-06-08,2011-06-11,2010-12-15,,1648.0,14.0,2.0,0.609,2010-03-26,2010-09-02,2.0,2.0,2010-03-26,A,Dallas,5.0,PUBLIC,1.0,7,8.0,603.0,O,0.174,0.0,East Coast,NEW,23.0,25.0,1648.0,2.0,2010-04-08,2010-09-15,426.0,266.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.03814262,0.92,2.0,M-L,0.0,10.0,,,,2010-04-12,2010-05-01,2010-10-15,
1880,1881,HD,6.0,8.0,OK,0.0,4.0,A,2011-06-08,2011-06-11,2010-11-16,,1692.0,1.0,2.0,0.25,,2010-10-06,4.0,1.0,2010-10-06,B,Other,4.0,PUBLIC,1.0,PK,6.0,555.0,K,0.0,0.0,East Coast,NEW,4.0,5.0,1692.0,1.0,2010-11-04,2010-11-04,216.0,216.0,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,0.0,0.007207207,0.8,1.0,S-M,0.0,,,,,2010-11-14,,,
1881,1882,HC,6.0,8.0,TX,0.0,5.0,A,2011-06-08,2011-06-12,2010-10-15,,2250.0,3.0,7.0,1.0,2010-04-12,2010-08-06,7.0,1.0,2010-04-10,C,Dallas,10.0,PUBLIC,1.0,6,8.0,485.0,Z,0.0,0.0,East Coast,EXISTING,3.0,4.0,2250.0,2.0,2010-09-30,2010-10-07,251.0,244.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.006185567,0.75,1.0,S-M,0.0,,10.0,10.0,10.0,2010-10-11,,,
1882,1883,HC,8.0,8.0,TX,0.0,5.0,A,2011-06-08,2011-06-12,2010-10-23,,2119.0,42.0,15.0,0.824,2010-03-02,2010-08-17,17.0,3.0,2010-01-20,C,Dallas,10.0,PUBLIC,1.0,6,8.0,814.0,I,0.314,0.0,East Coast,EXISTING,51.0,54.0,2119.0,2.0,2010-03-25,2010-09-08,440.0,273.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.062653563,0.944444444,3.0,L,1.0,10.0,10.0,10.0,10.0,2010-03-25,2010-03-25,2010-03-25,2010-03-29
1883,1884,HY,7.0,8.0,OH,0.0,5.0,B,2011-06-08,2011-06-12,2010-11-15,,781.0,17.0,3.0,0.63,2010-04-14,2010-09-01,5.0,2.0,2010-04-07,B,Other,10.0,PUBLIC,1.0,6,8.0,998.0,F,0.111,0.0,East Coast,EXISTING,27.0,29.0,781.0,1.0,2010-10-07,2010-10-07,244.0,244.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.027054108,0.931034483,2.0,L,1.0,10.0,10.0,,,2010-10-15,2010-10-27,2010-11-15,
1884,1885,HC,,,TX,0.0,5.0,A,2011-06-08,2011-06-12,2010-10-01,,1906.0,7.0,0.0,0.875,2010-05-11,2010-06-04,0.0,1.0,2010-04-02,B,Houston,10.0,PUBLIC,0.0,6,8.0,861.0,L,0.0,0.0,East Coast,EXISTING,8.0,9.0,1906.0,0.0,,,,,Undefined,Undefined,Undefined->Undefined,June,Middle,Middle,Middle->Middle,H,0.0,0.009291521,0.888888889,1.0,L,0.0,9.0,8.0,10.0,,2010-09-09,,,
1885,1886,HD,7.0,7.0,IL,0.0,5.0,A,2011-06-08,2011-06-12,2010-10-31,,1549.0,9.0,2.0,0.75,,2010-08-20,1.0,2.0,2010-07-13,B,Other,10.0,PUBLIC,0.0,7,8.0,356.0,L,0.333,0.0,East Coast,EXISTING,12.0,14.0,1549.0,0.0,,,,,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.033707865,0.857142857,2.0,S-M,1.0,10.0,10.0,10.0,,2010-09-20,2010-10-25,,
1886,1887,HD,8.0,,WI,0.0,5.0,B,2011-06-08,2011-06-12,2010-11-22,,780.0,9.0,3.0,0.237,,2010-10-21,2.0,4.0,2010-06-29,B,Other,10.0,PUBLIC,0.0,6,8.0,394.0,I,0.237,0.0,East Coast,EXISTING,38.0,42.0,780.0,0.0,,,,,Middle,Undefined,Middle->Undefined,June,Middle,Middle,Middle->Middle,H,0.0,0.096446701,0.904761905,4.0,S-M,1.0,10.0,10.0,,,2010-12-07,2010-12-10,2010-12-16,2010-12-22
1887,1888,HD,8.0,8.0,IL,0.0,3.0,B,2011-06-08,2011-06-12,2010-10-22,,889.0,29.0,3.0,0.537,,2010-09-10,6.0,5.0,2010-09-10,A,Other,10.0,PUBLIC,0.0,7,8.0,802.0,P,0.222,0.0,East Coast,NEW,54.0,59.0,889.0,0.0,,,,,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.067331671,0.915254237,5.0,M-L,1.0,10.0,,,,2010-10-05,2010-10-15,2010-10-20,2010-10-22
1888,1889,HD,7.0,8.0,CO,1.0,5.0,A,2011-06-08,2011-06-12,2010-10-22,FR,1929.0,14.0,8.0,0.519,2010-02-19,2010-08-30,9.0,2.0,2010-02-18,B,Other,5.0,PUBLIC,1.0,7,12.0,277.0,N,0.259,0.0,East Coast,EXISTING,27.0,29.0,1929.0,1.0,2010-09-09,2010-09-09,272.0,272.0,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0.0,0.097472924,0.931034483,2.0,S,0.0,,,,,2010-05-31,2010-06-01,2010-06-08,
1889,1890,HN,8.0,,IL,0.0,5.0,B,2011-06-08,2011-06-12,2010-10-01,,1105.0,20.0,0.0,0.8,2010-02-17,2010-08-21,1.0,1.0,2010-02-13,B,Other,10.0,PUBLIC,1.0,5,8.0,222.0,J,0.16,0.0,East Coast,EXISTING,25.0,26.0,1105.0,2.0,2010-05-12,2010-09-08,392.0,273.0,Middle,Undefined,Middle->Undefined,June,Elementary,Middle,Elementary->Middle,H,0.0,0.112612613,0.961538462,1.0,S,1.0,10.0,10.0,,,2010-05-14,2010-06-07,2010-11-17,
1890,1891,HD,8.0,8.0,MA,0.0,5.0,B,2011-06-08,2011-06-12,2010-11-15,SA,717.0,0.0,0.0,0.0,2010-02-22,2010-09-14,6.0,4.0,2010-02-21,C,Other,10.0,PUBLIC,0.0,5,8.0,479.0,C,0.0,0.0,East Coast,EXISTING,39.0,43.0,717.0,0.0,,,,,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1.0,0.081419624,0.906976744,4.0,S-M,1.0,,10.0,,,2010-11-29,2010-11-29,2010-11-29,2010-11-29
1891,1892,HC,7.0,8.0,CA,0.0,5.0,A,2011-06-08,2011-06-12,2010-11-01,,2151.0,2.0,0.0,0.25,2010-02-09,2010-10-06,1.0,1.0,2010-02-10,C,Southern California,10.0,PUBLIC,1.0,K,5.0,253.0,L,0.125,0.0,East Coast,EXISTING,8.0,9.0,2151.0,1.0,2010-10-20,2010-10-20,231.0,231.0,Middle,Middle,Middle->Middle,June,K,Elementary,K->Elementary,H,0.0,0.031620553,0.888888889,1.0,S,0.0,,8.0,,,2011-03-09,,,
1892,1893,HVP,7.0,7.0,IL,0.0,5.0,B,2011-06-08,2011-06-12,2010-11-01,,449.0,9.0,2.0,0.346,,2010-08-12,3.0,2.0,2010-08-07,B,Other,10.0,PUBLIC,0.0,6,8.0,704.0,M,0.231,0.0,East Coast,EXISTING,26.0,28.0,449.0,0.0,,,,,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.036931818,0.928571429,2.0,M-L,1.0,10.0,10.0,,,2010-10-09,2010-10-19,2010-12-01,
1893,1894,HD,8.0,8.0,IL,0.0,3.0,B,2011-06-08,2011-06-12,2010-10-22,,889.0,8.0,3.0,0.444,,2010-09-10,3.0,2.0,2010-09-09,A,Other,5.0,PUBLIC,1.0,K,8.0,717.0,N,0.167,0.0,East Coast,NEW,18.0,20.0,889.0,1.0,2010-09-28,2010-09-28,253.0,253.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1.0,0.025104603,0.9,2.0,M-L,1.0,10.0,,,,2010-09-30,2010-10-18,,
1894,1895,HVP,,,OH,0.0,5.0,B,2011-06-08,2011-06-12,2010-11-15,,419.0,6.0,6.0,0.316,,2010-09-22,5.0,2.0,2010-09-22,C,Other,2.0,PUBLIC,1.0,K,8.0,360.0,H,0.053,0.0,East Coast,NEW,19.0,21.0,419.0,1.0,2010-10-07,2010-10-07,244.0,244.0,Undefined,Undefined,Undefined->Undefined,June,K,Middle,K->Middle,H,0.0,0.052777778,0.904761905,2.0,S-M,1.0,,,,,2010-10-13,2010-10-26,,
1895,1896,HVP,7.0,8.0,IN,0.0,4.0,B,2011-06-08,2011-06-12,2010-11-08,,449.0,41.0,3.0,0.586,,2010-09-30,8.0,5.0,2010-09-28,B,Other,10.0,PUBLIC,1.0,7,12.0,354.0,J,0.1,0.0,East Coast,NEW,70.0,75.0,449.0,1.0,2010-10-20,2010-10-20,231.0,231.0,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0.0,0.197740113,0.933333333,5.0,S-M,0.0,9.0,,,,2010-10-21,2010-10-27,2010-11-07,2010-11-13
1896,1897,HD,6.0,8.0,CA,0.0,6.0,A,2011-06-08,2011-06-13,2010-11-23,,2174.0,6.0,1.0,0.462,2010-09-14,2010-10-21,1.0,1.0,2010-09-11,,Northern California,10.0,CHD,1.0,K,8.0,215.0,O,0.0,0.0,East Coast,NEW,13.0,14.0,2174.0,1.0,2010-11-03,2010-11-03,217.0,217.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0.0,0.060465116,0.928571429,1.0,S,0.0,,,,,2010-11-20,2010-11-23,,
1897,1898,HD,8.0,8.0,CA,0.0,7.0,A,2011-06-08,2011-06-15,2011-01-26,,2386.0,18.0,1.0,0.514,,2011-01-14,2.0,4.0,2010-12-16,B,Southern California,5.0,PUBLIC,0.0,7,8.0,1129.0,O,0.086,0.0,East Coast,EXISTING,35.0,39.0,2386.0,0.0,,,,,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.031000886,0.897435897,4.0,L,1.0,10.0,9.0,9.0,9.0,2011-01-24,2011-02-09,2011-02-11,2011-06-02
1898,1899,HS,4.0,4.0,CA,0.0,1.0,A,2011-06-09,2011-06-09,2010-01-23,SA,385.0,0.0,0.0,0.0,,2010-09-17,0.0,2.0,2010-08-13,,Southern California,4.0,Private non-Christian,1.0,K,6.0,331.0,Q,0.0,1.0,CA History,EXISTING,53.0,55.0,385.0,1.0,2010-09-16,2010-09-16,266.0,266.0,Elementary,Elementary,Elementary->Elementary,June,K,Middle,K->Middle,H,1.0,0.160120846,0.963636364,2.0,S,1.0,,,,,2011-03-29,2011-03-29,2011-03-29,2011-03-29
1899,1900,HS,4.0,4.0,CA,0.0,2.0,A,2011-06-09,2011-06-10,2010-10-30,,589.0,51.0,2.0,0.554,,2010-09-03,4.0,3.0,2010-05-27,,Southern California,5.0,CHD,1.0,PK,8.0,720.0,O,0.283,1.0,CA History,EXISTING,92.0,95.0,589.0,1.0,2010-09-30,2010-09-30,252.0,252.0,Elementary,Elementary,Elementary->Elementary,June,PK,Middle,PK->Middle,H,1.0,0.127777778,0.968421053,3.0,M-L,1.0,10.0,9.0,10.0,9.0,2010-10-08,2010-10-16,2010-10-23,2010-10-28
1900,1901,HS,4.0,4.0,CA,0.0,2.0,A,2011-06-09,2011-06-10,2011-01-14,SA,599.0,0.0,0.0,0.0,,2010-10-13,6.0,3.0,2010-01-27,C,Southern California,4.0,PUBLIC,0.0,K,5.0,737.0,J,0.0,1.0,CA History,EXISTING,38.0,41.0,599.0,0.0,,,,,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1.0,0.05156038,0.926829268,3.0,M-L,0.0,6.0,10.0,10.0,,2011-01-12,2011-01-12,2011-01-12,2011-01-12
1901,1902,HD,8.0,8.0,MO,0.0,3.0,A,2011-06-09,2011-06-11,2010-10-24,,1323.0,10.0,2.0,1.0,,2010-08-27,2.0,1.0,2010-08-26,C,Other,10.0,PUBLIC,1.0,6,8.0,780.0,H,0.1,0.0,East Coast,EXISTING,10.0,11.0,1323.0,1.0,2010-09-15,2010-09-15,267.0,267.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.012820513,0.909090909,1.0,M-L,1.0,,10.0,,,2010-09-30,2010-10-12,,
1902,1903,HVP,,,CT,0.0,3.0,B,2011-06-09,2011-06-11,2010-12-03,,420.0,23.0,7.0,0.575,,2010-11-04,11.0,5.0,2010-11-05,C,Other,10.0,PUBLIC,1.0,K,8.0,1102.0,K,0.025,0.0,East Coast,NEW,40.0,45.0,420.0,1.0,2010-11-17,2010-11-17,204.0,204.0,Undefined,Undefined,Undefined->Undefined,June,K,Middle,K->Middle,H,0.0,0.036297641,0.888888889,5.0,L,1.0,7.0,,,,2010-11-29,2010-11-29,2010-11-29,2010-12-07
1903,1904,HVP,,,NY,0.0,3.0,B,2011-06-09,2011-06-11,2011-02-28,SA,369.0,0.0,0.0,0.0,,2011-01-12,8.0,4.0,2011-01-12,C,Other,8.0,PUBLIC,0.0,9,12.0,373.0,Q,0.0,0.0,East Coast,NEW,62.0,66.0,369.0,0.0,,,,,Undefined,Undefined,Undefined->Undefined,June,High,High,High->High,H,0.0,0.166219839,0.939393939,4.0,S-M,0.0,,,,,2011-03-10,2011-03-10,2011-03-10,2011-04-06
1904,1905,HD,8.0,8.0,TX,0.0,4.0,A,2011-06-09,2011-06-12,2010-10-01,,1656.0,2.0,8.0,0.25,2010-04-06,2010-08-24,11.0,1.0,2010-04-03,C,Dallas,10.0,PUBLIC,1.0,6,8.0,760.0,F,0.25,0.0,East Coast,NEW,8.0,9.0,1656.0,2.0,2010-05-06,2010-10-19,399.0,233.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.010526316,0.888888889,1.0,M-L,0.0,10.0,,10.0,,2010-05-26,,,
1905,1906,HN,7.0,8.0,TX,0.0,4.0,A,2011-06-09,2011-06-12,2010-10-15,,2157.0,13.0,5.0,0.765,2010-03-26,2010-08-03,8.0,1.0,2010-02-12,C,Dallas,10.0,PUBLIC,1.0,7,8.0,350.0,K,0.0,0.0,East Coast,EXISTING,17.0,18.0,2157.0,2.0,2010-05-06,2010-10-12,399.0,240.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.048571429,0.944444444,1.0,S-M,0.0,9.0,9.0,10.0,8.0,2010-05-31,2010-10-14,,
1906,1907,HD,8.0,8.0,MO,1.0,4.0,A,2011-06-09,2011-06-12,2010-10-15,,1531.0,11.0,0.0,0.917,2010-03-09,2010-09-23,0.0,1.0,2010-03-06,,Other,10.0,Catholic,1.0,PK,8.0,214.0,B,0.333,0.0,East Coast,NEW,12.0,13.0,1531.0,2.0,2010-04-13,2010-09-15,422.0,267.0,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,1.0,0.056074766,0.923076923,1.0,S,0.0,10.0,,6.0,,2010-04-19,2010-10-26,,
1907,1908,HD,7.0,8.0,MO,1.0,4.0,A,2011-06-09,2011-06-12,2010-09-15,,1378.0,37.0,4.0,0.771,2010-01-26,2010-08-02,3.0,11.0,2009-09-09,B,Other,10.0,PUBLIC,1.0,7,8.0,905.0,O,0.458,0.0,East Coast,EXISTING,48.0,59.0,1378.0,1.0,2010-09-23,2010-09-23,259.0,259.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.053038674,0.813559322,11.0,L,0.0,10.0,9.0,9.0,,2010-05-02,2010-05-20,2010-05-28,2010-10-10
1908,1909,HD,8.0,8.0,TX,0.0,4.0,A,2011-06-09,2011-06-12,2010-10-01,,1730.0,6.0,1.0,0.857,,2010-08-04,1.0,1.0,2010-06-18,B,Dallas,10.0,PUBLIC,1.0,PK,12.0,648.0,L,0.0,0.0,East Coast,EXISTING,7.0,8.0,1730.0,1.0,2010-09-01,2010-09-01,281.0,281.0,Middle,Middle,Middle->Middle,June,PK,High,PK->High,H,1.0,0.010802469,0.875,1.0,M-L,1.0,,8.0,,,2010-10-01,,,
1909,1910,HN,9.0,12.0,TX,1.0,4.0,A,2011-06-09,2011-06-12,2010-11-01,,2029.0,10.0,3.0,0.714,2010-01-22,2010-08-23,5.0,1.0,2010-01-20,B,Dallas,8.0,PUBLIC,1.0,9,12.0,1179.0,L,0.286,0.0,East Coast,EXISTING,14.0,15.0,2029.0,1.0,2010-09-08,2010-09-08,274.0,274.0,High,High,High->High,June,High,High,High->High,H,0.0,0.01187447,0.933333333,1.0,L,0.0,9.0,,10.0,,2010-02-25,2010-03-30,,
1910,1911,HD,8.0,8.0,IL,0.0,4.0,A,2011-06-09,2011-06-12,2010-11-01,,1517.0,11.0,1.0,0.579,2010-03-25,2010-08-12,2.0,2.0,2010-01-27,B,Other,10.0,PUBLIC,1.0,3,8.0,550.0,M,0.316,0.0,East Coast,EXISTING,19.0,21.0,1517.0,2.0,2010-04-21,2010-09-14,414.0,268.0,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1.0,0.034545455,0.904761905,2.0,S-M,1.0,9.0,8.0,10.0,10.0,2010-05-11,2010-06-01,,
1911,1912,HD,8.0,9.0,TX,1.0,4.0,A,2011-06-09,2011-06-12,2010-10-31,,1599.0,12.0,3.0,0.6,,2010-09-10,5.0,2.0,2010-09-10,B,Dallas,5.0,PUBLIC,1.0,K,12.0,320.0,Z,0.15,0.0,East Coast,NEW,20.0,22.0,1599.0,1.0,2010-09-20,2010-09-20,262.0,262.0,Middle,High,Middle->High,June,K,High,K->High,H,0.0,0.0625,0.909090909,2.0,S,0.0,10.0,,,,2010-09-21,2010-10-11,2010-10-15,
1912,1913,HD,4.0,5.0,OK,1.0,4.0,A,2011-06-09,2011-06-12,2010-10-01,,1623.0,13.0,2.0,0.929,2010-01-26,2010-08-24,4.0,1.0,2010-01-26,B,Other,4.0,PUBLIC,1.0,PK,5.0,758.0,N,0.0,0.0,East Coast,EXISTING,14.0,15.0,1623.0,1.0,2010-08-31,2010-08-31,282.0,282.0,Elementary,Elementary,Elementary->Elementary,June,PK,Elementary,PK->Elementary,H,0.0,0.018469657,0.933333333,1.0,M-L,0.0,,,10.0,,2010-10-12,2010-10-15,,
1913,1914,HD,8.0,8.0,LA,0.0,4.0,A,2011-06-09,2011-06-12,2010-10-15,,1349.0,2.0,12.0,0.4,,2010-09-14,12.0,1.0,2010-06-16,,Other,5.0,Catholic,1.0,PK,8.0,400.0,F,0.0,0.0,East Coast,EXISTING,5.0,6.0,1349.0,1.0,2010-09-22,2010-09-22,260.0,260.0,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,1.0,0.0125,0.833333333,1.0,S-M,1.0,,10.0,10.0,,2010-10-20,,,
1914,1915,HD,7.0,9.0,UT,0.0,4.0,A,2011-06-09,2011-06-12,2010-10-01,,1834.0,5.0,3.0,0.714,2010-02-02,2010-09-08,6.0,1.0,2010-02-03,B,Other,9.0,PUBLIC,1.0,7,9.0,1360.0,J,0.143,0.0,East Coast,EXISTING,7.0,8.0,1834.0,1.0,2010-09-28,2010-09-28,254.0,254.0,Middle,High,Middle->High,June,Middle,High,Middle->High,H,0.0,0.005147059,0.875,1.0,L,0.0,9.0,10.0,8.0,,2010-09-30,,,
1915,1916,HD,5.0,6.0,TX,0.0,4.0,A,2011-06-09,2011-06-12,2010-10-15,,1772.0,5.0,0.0,0.625,2010-02-26,2010-08-06,3.0,1.0,2010-02-27,B,Dallas,4.0,PUBLIC,1.0,PK,5.0,578.0,M,0.625,0.0,East Coast,EXISTING,8.0,9.0,1772.0,1.0,2010-09-16,2010-09-16,266.0,266.0,Elementary,Middle,Elementary->Middle,June,PK,Elementary,PK->Elementary,H,0.0,0.01384083,0.888888889,1.0,M-L,0.0,7.0,8.0,,,2010-10-07,,,
1916,1917,HN,9.0,12.0,TX,0.0,4.0,A,2011-06-09,2011-06-12,2010-10-08,,2351.0,9.0,2.0,0.563,,2010-08-21,7.0,1.0,2010-08-16,C,Houston,8.0,PUBLIC,1.0,9,12.0,2765.0,C,0.063,0.0,East Coast,NEW,16.0,17.0,2351.0,1.0,2010-08-31,2010-08-31,282.0,282.0,High,High,High->High,June,High,High,High->High,H,0.0,0.005786618,0.941176471,1.0,L,0.0,10.0,,,,2010-09-24,2010-09-29,,
1917,1918,HD,7.0,8.0,TX,0.0,4.0,A,2011-06-09,2011-06-12,2010-11-01,,1592.0,7.0,4.0,0.7,,2010-08-19,10.0,1.0,2010-08-16,C,Houston,4.0,PUBLIC,1.0,PK,5.0,480.0,C,0.1,0.0,East Coast,NEW,10.0,11.0,1592.0,1.0,2010-10-12,2010-10-12,240.0,240.0,Middle,Middle,Middle->Middle,June,PK,Elementary,PK->Elementary,H,0.0,0.020833333,0.909090909,1.0,S-M,0.0,,,,,2010-10-03,2011-04-18,,
1918,1919,HD,8.0,8.0,TX,0.0,4.0,A,2011-06-09,2011-06-12,2010-10-31,,1569.0,5.0,3.0,0.455,,2010-08-25,3.0,1.0,2010-08-18,C,Dallas,10.0,PUBLIC,1.0,6,8.0,480.0,G,0.091,0.0,East Coast,NEW,11.0,12.0,1569.0,1.0,2010-09-16,2010-09-16,266.0,266.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1.0,0.022916667,0.916666667,1.0,S-M,0.0,,,,,2010-09-16,2010-09-29,,
1919,1920,HD,6.0,8.0,TX,0.0,4.0,A,2011-06-09,2011-06-12,2010-11-15,,1749.0,2.0,1.0,1.0,,2010-09-02,1.0,1.0,2010-08-31,B,Dallas,1.0,PUBLIC,1.0,K,12.0,140.0,K,0.5,0.0,East Coast,NEW,2.0,3.0,1749.0,1.0,2010-09-21,2010-09-21,261.0,261.0,Middle,Middle,Middle->Middle,June,K,High,K->High,H,0.0,0.014285714,0.666666667,1.0,S,0.0,10.0,,,,,,,
1920,1921,HVP,,,OH,0.0,4.0,B,2011-06-09,2011-06-12,2010-12-03,,439.0,22.0,3.0,0.512,,2010-10-21,5.0,5.0,2010-10-19,C,Other,2.0,PUBLIC,1.0,7,12.0,950.0,A,0.163,0.0,East Coast,NEW,43.0,48.0,439.0,1.0,2010-11-18,2010-11-18,203.0,203.0,Undefined,Undefined,Undefined->Undefined,June,Middle,High,Middle->High,H,0.0,0.045263158,0.895833333,5.0,L,0.0,10.0,,,,2010-11-18,2010-11-22,2010-11-30,2010-12-03
1921,1922,HD,7.0,8.0,CO,1.0,5.0,A,2011-06-09,2011-06-13,2010-10-22,,1849.0,40.0,1.0,0.645,2010-02-09,2010-08-25,2.0,8.0,2010-02-09,C,Other,10.0,PUBLIC,1.0,5,8.0,250.0,F,0.194,0.0,East Coast,EXISTING,62.0,70.0,1849.0,1.0,2010-09-09,2010-09-09,273.0,273.0,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,0.0,0.248,0.885714286,8.0,S,0.0,8.0,,,,2010-04-02,2010-04-19,2010-04-30,2010-05-25
1922,1923,HD,8.0,8.0,CA,0.0,5.0,A,2011-06-09,2011-06-13,2010-10-15,SA,2199.0,0.0,0.0,0.0,2010-03-04,2010-08-26,3.0,5.0,2010-02-27,,Southern California,10.0,Private non-Christian,0.0,K,8.0,192.0,L,0.0,1.0,East Coast,EXISTING,37.0,42.0,2199.0,0.0,,,,,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1.0,0.192708333,0.880952381,5.0,S,1.0,,10.0,9.0,,2011-03-15,2011-03-15,2011-03-16,2011-03-23
1923,1924,HVP,7.0,8.0,SC,0.0,4.0,B,2011-06-09,2011-06-13,2010-10-26,,449.0,37.0,7.0,0.649,,2010-09-20,11.0,4.0,2010-09-15,C,Other,5.0,PUBLIC,1.0,7,8.0,400.0,N,0.123,0.0,East Coast,NEW,57.0,61.0,449.0,1.0,2010-10-12,2010-10-12,240.0,240.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0.0,0.1425,0.93442623,4.0,S-M,1.0,10.0,,,,2010-10-17,2010-10-21,2010-10-22,2010-10-25
1924,1925,HVP,6.0,8.0,TN,0.0,3.0,B,2011-06-09,2011-06-13,2011-03-01,SA,439.0,0.0,0.0,0.0,,2011-02-04,2.0,4.0,2011-02-05,C,Other,2.0,PUBLIC,0.0,PK,8.0,285.0,C,0.0,0.0,East Coast,NEW,49.0,53.0,439.0,0.0,,,,,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,0.0,0.171929825,0.924528302,4.0,S,0.0,,,,,2011-02-23,2011-02-28,2011-03-02,2011-03-04
1925,1926,HC,7.0,8.0,CA,1.0,7.0,A,2011-06-09,2011-06-15,2010-10-22,,2500.0,26.0,5.0,0.813,2010-02-15,2010-02-15,8.0,3.0,2010-02-13,,Northern California,5.0,Catholic,1.0,K,8.0,309.0,Q,0.281,0.0,East Coast,EXISTING,32.0,35.0,2500.0,1.0,2010-09-08,2010-09-08,274.0,274.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0.0,0.103559871,0.914285714,3.0,S,0.0,9.0,,9.0,9.0,2010-03-16,2010-05-24,2010-05-31,
1926,1927,HS,4.0,4.0,CA,0.0,1.0,A,2011-06-10,2011-06-10,2010-11-05,,409.0,26.0,0.0,0.788,,2010-09-22,0.0,2.0,2010-08-31,C,Southern California,4.0,PUBLIC,1.0,K,5.0,615.0,L,0.091,1.0,CA History,EXISTING,33.0,35.0,409.0,1.0,2010-10-13,2010-10-13,240.0,240.0,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1.0,0.053658537,0.942857143,2.0,M-L,1.0,8.0,9.0,9.0,,2010-10-15,2010-10-30,2010-11-05,
1927,1928,HS,4.0,4.0,CA,0.0,1.0,A,2011-06-10,2011-06-10,2010-11-05,,409.0,11.0,2.0,0.44,,2010-09-22,3.0,1.0,2010-08-31,C,Southern California,4.0,PUBLIC,1.0,K,5.0,615.0,L,0.08,1.0,CA History,EXISTING,25.0,26.0,409.0,1.0,2010-10-13,2010-10-13,240.0,240.0,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1.0,0.040650407,0.961538462,1.0,M-L,1.0,8.0,9.0,9.0,,2010-10-15,2010-11-02,2011-05-12,
